"country_area","year","value"
"Liechtenstein","2013","192.864415788715"
"Liechtenstein","2012","185.63243136026"
"Liechtenstein","2011","177.088040245414"
"Liechtenstein","2010","191.047501716787"
"Liechtenstein","2009","205.590543733379"
"Liechtenstein","2008","219.698915477856"
"Liechtenstein","2007","200.920107913985"
"Liechtenstein","2006","231.217305115884"
"Liechtenstein","2005","228.970323897819"
"Liechtenstein","2004","229.296321626453"
"Liechtenstein","2003","229.265875097937"
"Liechtenstein","2002","219.947204551546"
"Liechtenstein","2001","214.585310816839"
"Liechtenstein","2000","216.750456413769"
"Liechtenstein","1999","226.448838014394"
"Liechtenstein","1998","229.11710392684"
"Liechtenstein","1997","218.235372862382"
"Liechtenstein","1996","205.809089624326"
"Liechtenstein","1995","204.05592043076"
"Liechtenstein","1994","200.961153022994"
"Liechtenstein","1993","214.867690812009"
"Liechtenstein","1992","206.776032802858"
"Liechtenstein","1991","206.146706845605"
"Liechtenstein","1990","198.775112043709"
"Lithuania","2014","12732.798863701"
"Lithuania","2013","12987.8175314716"
"Lithuania","2012","13975.5232139658"
"Lithuania","2011","13919.0154984666"
"Lithuania","2010","13618.9126645228"
"Lithuania","2009","12727.12003622"
"Lithuania","2008","14963.2547162584"
"Lithuania","2007","15624.07633974"
"Lithuania","2006","14303.032680413"
"Lithuania","2005","13946.8843032497"
"Lithuania","2004","13185.4933655222"
"Lithuania","2003","12605.2382016521"
"Lithuania","2002","12614.4250089828"
"Lithuania","2001","12507.9666751041"
"Lithuania","2000","11801.964898672"
"Lithuania","1999","13422.1511465775"
"Lithuania","1998","15901.5175726569"
"Lithuania","1997","15086.2857611334"
"Lithuania","1996","15676.8310317989"
"Lithuania","1995","15022.5441346944"
"Lithuania","1994","15765.4147628091"
"Lithuania","1993","16347.1718255148"
"Lithuania","1992","21207.8873890696"
"Lithuania","1991","37908.6124957275"
"Lithuania","1990","35812.8936845412"
"Luxembourg","2014","9826.25327758284"
"Luxembourg","2013","10303.0396071267"
"Luxembourg","2012","10872.0644823704"
"Luxembourg","2011","11168.5116663343"
"Luxembourg","2010","11285.0274171344"
"Luxembourg","2009","10725.5221348792"
"Luxembourg","2008","11245.8724868627"
"Luxembourg","2007","11398.7059208596"
"Luxembourg","2006","11995.820174914"
"Luxembourg","2005","12130.9137942819"
"Luxembourg","2004","11871.1077184731"
"Luxembourg","2003","10443.3832173203"
"Luxembourg","2002","10068.1403163216"
"Luxembourg","2001","9311.91612729174"
"Luxembourg","2000","8798.1820808658"
"Luxembourg","1999","7986.15588056852"
"Luxembourg","1998","7619.36328997421"
"Luxembourg","1997","8530.7453454746"
"Luxembourg","1996","9217.19030053529"
"Luxembourg","1995","9155.85264991365"
"Luxembourg","1994","11560.5716944518"
"Luxembourg","1993","12375.507079302"
"Luxembourg","1992","12253.5715940463"
"Luxembourg","1991","12467.5131948589"
"Luxembourg","1990","11944.0073852812"
"Malta","2014","2483.5367864507"
"Malta","2013","2476.07442909592"
"Malta","2012","2868.63812814327"
"Malta","2011","2785.89656845722"
"Malta","2010","2690.51803520544"
"Malta","2009","2684.52129301397"
"Malta","2008","2822.40616690519"
"Malta","2007","2831.64226468627"
"Malta","2006","2776.31430670588"
"Malta","2005","2736.31293358517"
"Malta","2004","2604.74483182786"
"Malta","2003","2666.13432525932"
"Malta","2002","2464.21222943374"
"Malta","2001","2550.60406083421"
"Malta","2000","2414.28381121499"
"Malta","1999","2418.55556461069"
"Malta","1998","2338.06278770006"
"Malta","1997","2331.95473493565"
"Malta","1996","2329.18169821771"
"Malta","1995","2313.21608944717"
"Malta","1994","2302.77027658996"
"Malta","1993","2252.06276712832"
"Malta","1992","2174.6344662953"
"Malta","1991","2041.24609263112"
"Malta","1990","1860.47364818374"
"Monaco","2013","74.4309201897803"
"Monaco","2012","75.1655688427013"
"Monaco","2011","71.8818954508995"
"Monaco","2010","75.4682651256747"
"Monaco","2009","77.7719361035662"
"Monaco","2008","81.376901087813"
"Monaco","2007","82.7191922532151"
"Monaco","2006","82.1239180016564"
"Monaco","2005","88.7506912513649"
"Monaco","2004","90.2005037527358"
"Monaco","2003","95.2988549787458"
"Monaco","2002","98.1612757195457"
"Monaco","2001","98.5488680526432"
"Monaco","2000","98.3243559267737"
"Monaco","1999","100.659281930126"
"Monaco","1998","99.8168591352245"
"Monaco","1997","101.0844813444"
"Monaco","1996","102.31953844658"
"Monaco","1995","98.9904298934365"
"Monaco","1994","101.872636286934"
"Monaco","1993","100.881938455885"
"Monaco","1992","101.742603038854"
"Monaco","1991","96.1472045795796"
"Monaco","1990","95.3851833205759"
"Netherlands","2014","157789.581719585"
"Netherlands","2013","165475.88439356"
"Netherlands","2012","165665.023774753"
"Netherlands","2011","169792.136541403"
"Netherlands","2010","182529.786939532"
"Netherlands","2009","170796.156580042"
"Netherlands","2008","176174.418350642"
"Netherlands","2007","173178.420395882"
"Netherlands","2006","172772.892779103"
"Netherlands","2005","177540.473199828"
"Netherlands","2004","181546.25702136"
"Netherlands","2003","179867.888967448"
"Netherlands","2002","176462.400587543"
"Netherlands","2001","177037.401595998"
"Netherlands","2000","172059.812230581"
"Netherlands","1999","171228.109552445"
"Netherlands","1998","176617.168521043"
"Netherlands","1997","175487.970753103"
"Netherlands","1996","182573.582902116"
"Netherlands","1995","173196.297429017"
"Netherlands","1994","175008.703110698"
"Netherlands","1993","171497.891064769"
"Netherlands","1992","170975.242888508"
"Netherlands","1991","171081.473914794"
"Netherlands","1990","162497.559622722"
"New Zealand","2014","35616.9853050414"
"New Zealand","2013","35094.2867396817"
"New Zealand","2012","35621.0260193518"
"New Zealand","2011","34366.5826844218"
"New Zealand","2010","35017.2413542609"
"New Zealand","2009","34806.4020881589"
"New Zealand","2008","37674.0517694367"
"New Zealand","2007","36651.3714858119"
"New Zealand","2006","37519.1047271712"
"New Zealand","2005","37645.434299041"
"New Zealand","2004","36063.663329171"
"New Zealand","2003","36497.1710064703"
"New Zealand","2002","34768.2781829264"
"New Zealand","2001","34581.7227646535"
"New Zealand","2000","32355.957023316"
"New Zealand","1999","31523.1860916854"
"New Zealand","1998","29927.5013796907"
"New Zealand","1997","31363.4526194792"
"New Zealand","1996","29368.2649922759"
"New Zealand","1995","28143.4576273053"
"New Zealand","1994","27879.0592141093"
"New Zealand","1993","27697.2273476821"
"New Zealand","1992","28099.6999900939"
"New Zealand","1991","26108.064501553"
"New Zealand","1990","25419.7716716116"
"Norway","2014","43869.4510924803"
"Norway","2013","44309.0559727695"
"Norway","2012","44553.9656597819"
"Norway","2011","44946.8693532922"
"Norway","2010","45833.8920681508"
"Norway","2009","43212.0924688473"
"Norway","2008","44893.0941871551"
"Norway","2007","45842.8095311711"
"Norway","2006","43913.7448222241"
"Norway","2005","43548.2302876495"
"Norway","2004","44320.0048845842"
"Norway","2003","43906.7096554175"
"Norway","2002","42655.8748276072"
"Norway","2001","43530.3487635507"
"Norway","2000","42194.6191784625"
"Norway","1999","42691.7563679429"
"Norway","1998","41939.0379176034"
"Norway","1997","41683.1333687712"
"Norway","1996","41586.7085615304"
"Norway","1995","38464.9066615123"
"Norway","1994","38434.7651928654"
"Norway","1993","36520.7838206741"
"Norway","1992","34833.2478178252"
"Norway","1991","34070.978364376"
"Norway","1990","35694.8243978959"
"Poland","2014","310307.297357959"
"Poland","2013","322440.486501595"
"Poland","2012","326597.790549729"
"Poland","2011","333713.650695256"
"Poland","2010","334026.154705205"
"Poland","2009","315937.965878291"
"Poland","2008","329338.171084879"
"Poland","2007","336268.110889212"
"Poland","2006","336500.578934838"
"Poland","2005","323372.578397668"
"Poland","2004","324279.449842642"
"Poland","2003","320230.170467384"
"Poland","2002","307535.642199397"
"Poland","2001","315274.093567475"
"Poland","2000","319120.405105406"
"Poland","1999","329380.898350257"
"Poland","1998","339145.82962033"
"Poland","1997","368415.853280443"
"Poland","1996","377308.59613738"
"Poland","1995","363885.777573228"
"Poland","1994","362012.958757259"
"Poland","1993","366427.660913436"
"Poland","1992","365865.15951878"
"Poland","1991","375684.15694778"
"Poland","1990","378782.539166168"
"Portugal","2014","48353.6903302063"
"Portugal","2013","48495.550477338"
"Portugal","2012","50262.4224416189"
"Portugal","2011","52150.653443811"
"Portugal","2010","53583.8858598739"
"Portugal","2009","58004.1969738053"
"Portugal","2008","60550.0402031828"
"Portugal","2007","62791.1477666385"
"Portugal","2006","65465.41971559"
"Portugal","2005","70034.5294076015"
"Portugal","2004","67458.1591415789"
"Portugal","2003","64697.2992169906"
"Portugal","2002","69954.4945153443"
"Portugal","2001","66113.7557093707"
"Portugal","2000","66411.3299157974"
"Portugal","1999","67612.8118918815"
"Portugal","1998","59976.20991864"
"Portugal","1997","55454.2110573498"
"Portugal","1996","52348.4688110753"
"Portugal","1995","55134.3294664048"
"Portugal","1994","51303.2041493178"
"Portugal","1993","50502.1225996005"
"Portugal","1992","51850.5656733148"
"Portugal","1991","47406.8424856753"
"Portugal","1990","45809.0714101803"
"Romania","2014","74046.4676268308"
"Romania","2013","74083.358238036"
"Romania","2012","84661.2305445011"
"Romania","2011","86163.6343263804"
"Romania","2010","80795.7740259277"
"Romania","2009","85288.2940231284"
"Romania","2008","101035.420806089"
"Romania","2007","104540.350942151"
"Romania","2006","106175.991142102"
"Romania","2005","102414.252372896"
"Romania","2004","104575.077756967"
"Romania","2003","105737.481034365"
"Romania","2002","100655.31311867"
"Romania","2001","100377.986962722"
"Romania","2000","95190.9034483113"
"Romania","1999","90443.3507659838"
"Romania","1998","106813.977529299"
"Romania","1997","123515.853269646"
"Romania","1996","131939.69450211"
"Romania","1995","128587.003639727"
"Romania","1994","122610.776956391"
"Romania","1993","124819.100092444"
"Romania","1992","132732.908743069"
"Romania","1991","143586.607530198"
"Romania","1990","174731.886787722"
"Russian Federation","2014","1671568.65225681"
"Russian Federation","2013","1666644.42307436"
"Russian Federation","2012","1727489.10411795"
"Russian Federation","2011","1717221.95058062"
"Russian Federation","2010","1662592.25855081"
"Russian Federation","2009","1576703.96685802"
"Russian Federation","2008","1684999.82263502"
"Russian Federation","2007","1653139.05550251"
"Russian Federation","2006","1653289.19267186"
"Russian Federation","2005","1593933.34385535"
"Russian Federation","2004","1575180.85973468"
"Russian Federation","2003","1568510.14348381"
"Russian Federation","2002","1531200.21174359"
"Russian Federation","2001","1542500.06477849"
"Russian Federation","2000","1504182.72891476"
"Russian Federation","1999","1512651.93084896"
"Russian Federation","1998","1476588.92527691"
"Russian Federation","1997","1502079.86636293"
"Russian Federation","1996","1581293.21958917"
"Russian Federation","1995","1629496.29767829"
"Russian Federation","1994","1685494.54694021"
"Russian Federation","1993","1909577.84022625"
"Russian Federation","1992","2013175.48242406"
"Russian Federation","1991","2433187.64541119"
"Russian Federation","1990","2589725.30553003"
"Slovakia","2014","33387.4287224285"
"Slovakia","2013","35395.1548629239"
"Slovakia","2012","35867.8962742317"
"Slovakia","2011","37880.8531455433"
"Slovakia","2010","38385.9425232062"
"Slovakia","2009","37433.4334191131"
"Slovakia","2008","41236.324036934"
"Slovakia","2007","40725.2998364864"
"Slovakia","2006","42320.4844795718"
"Slovakia","2005","42581.0225015084"
"Slovakia","2004","42576.9588896981"
"Slovakia","2003","42060.5502497607"
"Slovakia","2002","41593.5332476528"
"Slovakia","2001","43468.0933515512"
"Slovakia","2000","41155.0114506149"
"Slovakia","1999","43181.3144851094"
"Slovakia","1998","44016.9870017177"
"Slovakia","1997","45040.2697406883"
"Slovakia","1996","44978.9115789435"
"Slovakia","1995","44679.5449583075"
"Slovakia","1994","43638.4901175531"
"Slovakia","1993","46467.5491941913"
"Slovakia","1992","48979.1257649755"
"Slovakia","1991","53447.4400150003"
"Slovakia","1990","61837.5667856109"
"Slovenia","2014","13489.9800352085"
"Slovenia","2013","15148.7253832075"
"Slovenia","2012","15800.18723876"
"Slovenia","2011","16348.2391107374"
"Slovenia","2010","16363.4297727931"
"Slovenia","2009","16328.2103332782"
"Slovenia","2008","18219.7304323115"
"Slovenia","2007","17272.3791866788"
"Slovenia","2006","17129.8019864058"
"Slovenia","2005","16938.3242617391"
"Slovenia","2004","16639.1710998347"
"Slovenia","2003","16289.385897298"
"Slovenia","2002","16526.3127114803"
"Slovenia","2001","16384.7561407934"
"Slovenia","2000","15460.154173141"
"Slovenia","1999","15353.0714374852"
"Slovenia","1998","15980.4778466171"
"Slovenia","1997","16275.5596667516"
"Slovenia","1996","15945.1761136753"
"Slovenia","1995","15277.7447752259"
"Slovenia","1994","14648.7255407292"
"Slovenia","1993","14303.9936504337"
"Slovenia","1992","14009.3986307298"
"Slovenia","1991","14007.2826135476"
"Slovenia","1990","15088.3050462456"
"Spain","2014","253466.917957776"
"Spain","2013","252259.690488153"
"Spain","2012","279830.308257069"
"Spain","2011","283918.679194864"
"Spain","2010","283581.400657324"
"Spain","2009","296617.991048484"
"Spain","2008","335994.803720112"
"Spain","2007","367292.283251434"
"Spain","2006","360063.336319558"
"Spain","2005","368745.068407983"
"Spain","2004","353472.612328343"
"Spain","2003","336672.422515549"
"Spain","2002","332200.842752654"
"Spain","2001","312395.403164009"
"Spain","2000","311599.723883928"
"Spain","1999","298531.027913034"
"Spain","1998","274911.096949235"
"Spain","1997","266391.92680196"
"Spain","1996","253708.870128625"
"Spain","1995","265725.3506663"
"Spain","1994","252389.348341529"
"Spain","1993","239938.287255991"
"Spain","1992","248407.160135641"
"Spain","1991","239725.183689106"
"Spain","1990","230154.963134126"
"Sweden","2014","43404.9031709849"
"Sweden","2013","44899.1519357186"
"Sweden","2012","46559.6400230299"
"Sweden","2011","49133.5869433916"
"Sweden","2010","53057.7346342268"
"Sweden","2009","47267.4466673127"
"Sweden","2008","50831.5768143801"
"Sweden","2007","52911.7267272877"
"Sweden","2006","53697.6559330674"
"Sweden","2005","53859.2057258473"
"Sweden","2004","56428.8031427144"
"Sweden","2003","57203.5990740056"
"Sweden","2002","56631.8961687906"
"Sweden","2001","55686.7457499206"
"Sweden","2000","54730.4244140378"
"Sweden","1999","55861.2192155216"
"Sweden","1998","58733.4063631372"
"Sweden","1997","58154.5297192918"
"Sweden","1996","63238.7859377907"
"Sweden","1995","59318.672714076"
"Sweden","1994","59876.998756461"
"Sweden","1993","57425.9514469075"
"Sweden","1992","57482.0646582609"
"Sweden","1991","57755.634675433"
"Sweden","1990","57546.5432515479"
"Switzerland","2014","39265.0525915552"
"Switzerland","2013","43181.6594395143"
"Switzerland","2012","42241.5536052143"
"Switzerland","2011","40973.1491672158"
"Switzerland","2010","45027.0644798623"
"Switzerland","2009","43509.0865581053"
"Switzerland","2008","44676.9439665557"
"Switzerland","2007","43360.3856976932"
"Switzerland","2006","45351.1719954308"
"Switzerland","2005","45778.0894571267"
"Switzerland","2004","45149.667089312"
"Switzerland","2003","44587.9802671018"
"Switzerland","2002","43373.9855504706"
"Switzerland","2001","45002.2787742299"
"Switzerland","2000","43545.9597055165"
"Switzerland","1999","44354.5431186679"
"Switzerland","1998","44522.3714213249"
"Switzerland","1997","42971.6244552183"
"Switzerland","1996","44088.3349466694"
"Switzerland","1995","43368.4571561622"
"Switzerland","1994","42613.303737038"
"Switzerland","1993","43556.2764199287"
"Switzerland","1992","45974.7025405505"
"Switzerland","1991","46144.809538993"
"Switzerland","1990","44115.5340859731"
"Turkey","2014","382213.401686307"
"Turkey","2013","354961.042273042"
"Turkey","2012","363126.007248006"
"Turkey","2011","338094.408177677"
"Turkey","2010","320356.658972933"
"Turkey","2009","310580.701035275"
"Turkey","2008","323536.545145816"
"Turkey","2007","333166.418749646"
"Turkey","2006","302195.954579745"
"Turkey","2005","279130.740814477"
"Turkey","2004","253172.078433031"
"Turkey","2003","240902.462872633"
"Turkey","2002","226365.412047989"
"Turkey","2001","217469.503285608"
"Turkey","2000","232549.18950468"
"Turkey","1999","206388.619824108"
"Turkey","1998","208365.343988278"
"Turkey","1997","208480.069613411"
"Turkey","1996","194751.7794059"
"Turkey","1995","178812.409473623"
"Turkey","1994","164623.553279146"
"Turkey","1993","167443.152055541"
"Turkey","1992","158571.546483621"
"Turkey","1991","152335.174224314"
"Turkey","1990","146750.63697943"
"Ukraine","2014","247561.22104158"
"Ukraine","2013","287436.404374375"
"Ukraine","2012","295706.064347456"
"Ukraine","2011","301273.502167972"
"Ukraine","2010","287113.606385185"
"Ukraine","2009","269598.421828219"
"Ukraine","2008","317063.843729194"
"Ukraine","2007","330087.250809744"
"Ukraine","2006","325586.622022044"
"Ukraine","2005","307341.483489843"
"Ukraine","2004","296753.731531998"
"Ukraine","2003","285720.47993753"
"Ukraine","2002","281939.349721843"
"Ukraine","2001","290774.709706588"
"Ukraine","2000","271429.773920677"
"Ukraine","1999","284109.569319534"
"Ukraine","1998","309207.662874893"
"Ukraine","1997","334208.702214892"
"Ukraine","1996","344347.189394243"
"Ukraine","1995","380871.283680675"
"Ukraine","1994","409721.673978029"
"Ukraine","1993","498504.838991931"
"Ukraine","1992","577064.259624575"
"Ukraine","1991","621305.236399432"
"Ukraine","1990","693024.76655995"
"United Kingdom","2014","434794.556933168"
"United Kingdom","2013","475832.050586927"
"United Kingdom","2012","484388.090389505"
"United Kingdom","2011","464885.748926953"
"United Kingdom","2010","507595.711988819"
"United Kingdom","2009","489012.500484764"
"United Kingdom","2008","539916.163191626"
"United Kingdom","2007","553719.939024983"
"United Kingdom","2006","562083.094783584"
"United Kingdom","2005","563783.537554562"
"United Kingdom","2004","566598.164015122"
"United Kingdom","2003","565475.5203474"
"United Kingdom","2002","554227.635799311"
"United Kingdom","2001","570697.030328595"
"United Kingdom","2000","561280.866183966"
"United Kingdom","1999","553827.549146135"
"United Kingdom","1998","561253.722845185"
"United Kingdom","1997","557608.779401985"
"United Kingdom","1996","582752.784369152"
"United Kingdom","1995","561202.9539948"
"United Kingdom","1994","569458.364876459"
"United Kingdom","1993","574764.752712009"
"United Kingdom","1992","589306.018141796"
"United Kingdom","1991","604652.896877579"
"United Kingdom","1990","596398.473207427"
"United States of America","2014","5556006.57780565"
"United States of America","2013","5502550.71398641"
"United States of America","2012","5349220.94664921"
"United States of America","2011","5559507.66443653"
"United States of America","2010","5688756.00501015"
"United States of America","2009","5488320.28042503"
"United States of America","2008","5923201.37582301"
"United States of America","2007","6121653.86307212"
"United States of America","2006","6042393.61487176"
"United States of America","2005","6122746.6118598"
"United States of America","2004","6096978.36306809"
"United States of America","2003","5982289.16712555"
"United States of America","2002","5935738.78360961"
"United States of America","2001","5894462.94151346"
"United States of America","2000","5992438.03977823"
"United States of America","1999","5818972.3854139"
"United States of America","1998","5744672.1958021"
"United States of America","1997","5704996.86860223"
"United States of America","1996","5630113.71546884"
"United States of America","1995","5441599.22972902"
"United States of America","1994","5377492.21747199"
"United States of America","1993","5284758.62020545"
"United States of America","1992","5170274.35048577"
"United States of America","1991","5064879.75034285"
"United States of America","1990","5115095.04749812"